year,contract_id,C-Adult BMI Assessment,C-Annual Flu Vaccine,C-Breast Cancer Screening,C-Call Center - Foreign Language Interpreter and TTY Availability,C-Care Coordination,C-Care for Older Adults - Functional Status Assessment,C-Care for Older Adults - Medication Review,C-Care for Older Adults - Pain Assessment,C-Colorectal Cancer Screening,C-Complaints about the Health Plan,C-Customer Service,C-Diabetes Care - Blood Sugar Controlled,C-Diabetes Care - Eye Exam,C-Diabetes Care - Kidney Disease Monitoring,C-Getting Appointments and Care Quickly,C-Getting Needed Care,C-Health Plan Quality Improvement,C-Improving Bladder Control,C-Improving or Maintaining Mental Health,C-Improving or Maintaining Physical Health,C-Medication Reconciliation Post-Discharge,C-Members Choosing to Leave the Plan,C-Monitoring Physical Activity,C-Osteoporosis Management in Women who had a Fracture,C-Plan All-Cause Readmissions,C-Plan Makes Timely Decisions about Appeals,C-Rating of Health Care Quality,C-Rating of Health Plan,C-Reducing the Risk of Falling,C-Reviewing Appeals Decisions,C-Rheumatoid Arthritis Management,C-Special Needs Plan (SNP) Care Management,C-Statin Therapy for Patients with Cardiovascular Disease,D-Appeals Auto-Forward,D-Appeals Upheld,D-Call Center - Foreign Language Interpreter and TTY Availability,D-Complaints about the Drug Plan,D-Drug Plan Quality Improvement,D-Getting Needed Prescription Drugs,D-MPF Price Accuracy,D-MTM Program Completion Rate for CMR,D-Medication Adherence for Cholesterol (Statins),D-Medication Adherence for Diabetes Medications,D-Medication Adherence for Hypertension (RAS antagonists),D-Members Choosing to Leave the Plan,D-Rating of Drug Plan,D-Statin Use in Persons with Diabetes (SUPD),Financial Reasons for Disenrollment,Problems Getting Information and Help from the Plan,"Problems Getting Needed Care, Coverage, and Cost Information",Problems with Coverage of Doctors and Hospitals,Problems with Prescription Drug Benefits and Coverage
2022,H3419,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,
2022,H3442,,77.0,82.0,100.0,84.0,,,,83.0,0.23,89.0,81.0,77.0,95.0,77.0,80.0,,,,,63.0,11.0,,29.0,,98.0,85.0,85.0,,98.0,80.0,,84.0,,,100.0,0.23,,89.0,93.0,84.0,89.0,88.0,90.0,11.0,85.0,84.0,30.0,14.0,21.0,20.0,
2022,H3443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,H3447,,66.0,70.0,99.0,86.0,,99.0,96.0,70.0,0.34,91.0,76.0,73.0,95.0,79.0,83.0,,46.0,,,68.0,16.0,43.0,34.0,,93.0,86.0,86.0,58.0,98.0,76.0,65.0,82.0,,,98.0,0.34,,91.0,74.0,88.0,84.0,82.0,85.0,16.0,86.0,81.0,20.0,18.0,24.0,26.0,
2022,H3449,,78.0,77.0,94.0,87.0,,,,80.0,0.06,94.0,82.0,65.0,95.0,82.0,87.0,,44.0,,,70.0,8.0,54.0,20.0,,100.0,89.0,89.0,56.0,97.0,74.0,,81.0,,,95.0,0.06,,91.0,96.0,81.0,86.0,84.0,88.0,8.0,87.0,84.0,25.0,12.0,16.0,19.0,17.0
2022,H3464,,65.0,77.0,100.0,88.0,,,,74.0,0.15,91.0,80.0,73.0,94.0,79.0,86.0,,39.0,,,55.0,16.0,42.0,23.0,,100.0,85.0,87.0,48.0,100.0,79.0,,81.0,,,100.0,0.15,,90.0,94.0,83.0,84.0,82.0,86.0,16.0,86.0,79.0,19.0,14.0,14.0,24.0,
2022,H3467,,,,100.0,,,79.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,97.0,,,,97.0,93.0,70.0,87.0,48.0,,,93.0,,,,,
2022,H3471,,78.0,72.0,69.0,87.0,,,,72.0,0.12,93.0,80.0,72.0,96.0,82.0,83.0,,44.0,,,64.0,4.0,48.0,53.0,,100.0,87.0,86.0,49.0,84.0,86.0,,88.0,,,69.0,0.12,,91.0,88.0,85.0,87.0,85.0,88.0,4.0,85.0,81.0,20.0,7.0,17.0,24.0,5.0
2022,H3499,,72.0,66.0,97.0,88.0,,94.0,89.0,62.0,0.39,92.0,69.0,58.0,95.0,80.0,85.0,,,,,50.0,22.0,44.0,,,,89.0,87.0,49.0,,,62.0,80.0,,,95.0,0.39,,90.0,85.0,93.0,85.0,85.0,84.0,22.0,86.0,83.0,,,,,
2022,H3528,,82.0,76.0,92.0,85.0,,,,74.0,0.1,92.0,88.0,72.0,93.0,82.0,85.0,,41.0,,,81.0,12.0,52.0,33.0,,99.0,88.0,87.0,47.0,91.0,79.0,,84.0,,,90.0,0.1,,91.0,99.0,91.0,89.0,87.0,91.0,12.0,84.0,82.0,27.0,9.0,14.0,16.0,9.0
2022,H3533,,65.0,66.0,100.0,87.0,,93.0,97.0,77.0,0.29,91.0,85.0,80.0,97.0,76.0,84.0,,42.0,,,75.0,18.0,50.0,31.0,,97.0,86.0,87.0,61.0,96.0,74.0,80.0,85.0,,,98.0,0.29,,,92.0,85.0,84.0,83.0,86.0,18.0,87.0,83.0,29.0,18.0,19.0,24.0,15.0
2022,H3536,,72.0,65.0,98.0,86.0,,,,75.0,0.33,89.0,81.0,75.0,88.0,83.0,84.0,,40.0,,,56.0,25.0,52.0,,,,85.0,84.0,61.0,,,,85.0,,,100.0,0.33,,91.0,73.0,84.0,87.0,85.0,88.0,25.0,83.0,80.0,32.0,9.0,16.0,16.0,
2022,H3554,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,
2022,H3557,,87.0,89.0,97.0,87.0,,,,87.0,0.1,93.0,85.0,84.0,96.0,81.0,84.0,,,,,63.0,4.0,,,,,89.0,91.0,,,83.0,,87.0,,,97.0,0.1,,92.0,96.0,87.0,89.0,90.0,92.0,4.0,90.0,83.0,,,,,
2022,H3561,,75.0,73.0,97.0,83.0,,100.0,98.0,72.0,0.28,88.0,75.0,84.0,97.0,75.0,80.0,,56.0,,,60.0,19.0,58.0,43.0,,86.0,86.0,87.0,71.0,100.0,83.0,72.0,79.0,,,95.0,0.28,,89.0,91.0,89.0,83.0,85.0,86.0,19.0,86.0,88.0,19.0,19.0,19.0,24.0,
2022,H3597,,82.0,82.0,100.0,88.0,,,,84.0,0.08,92.0,85.0,82.0,95.0,83.0,86.0,,48.0,,,95.0,7.0,49.0,46.0,,100.0,88.0,87.0,48.0,100.0,82.0,,83.0,,,96.0,0.08,,92.0,96.0,72.0,89.0,91.0,91.0,7.0,84.0,82.0,28.0,13.0,9.0,6.0,10.0
2022,H3632,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,98.0,,,,,,,,,,,,
2022,H3653,,80.0,77.0,92.0,87.0,,,,74.0,0.04,93.0,83.0,73.0,95.0,83.0,86.0,,39.0,,,69.0,7.0,48.0,41.0,,96.0,89.0,90.0,51.0,96.0,76.0,,82.0,,,84.0,0.04,,92.0,96.0,84.0,88.0,85.0,89.0,7.0,89.0,79.0,19.0,6.0,13.0,48.0,6.0
2022,H3655,,80.0,71.0,99.0,87.0,,99.0,97.0,72.0,0.15,90.0,81.0,80.0,95.0,81.0,85.0,,42.0,,,84.0,8.0,46.0,34.0,,91.0,88.0,87.0,53.0,97.0,80.0,65.0,84.0,,,98.0,0.15,,91.0,73.0,82.0,86.0,84.0,87.0,8.0,85.0,81.0,21.0,15.0,16.0,19.0,11.0
2022,H3660,,80.0,70.0,97.0,88.0,,,,73.0,0.03,94.0,83.0,72.0,96.0,84.0,88.0,,42.0,,,76.0,4.0,51.0,48.0,,97.0,90.0,91.0,51.0,96.0,76.0,,83.0,,,98.0,0.03,,94.0,96.0,57.0,88.0,88.0,90.0,4.0,90.0,79.0,23.0,8.0,13.0,25.0,8.0
2022,H3664,,80.0,76.0,98.0,88.0,,,,75.0,0.02,95.0,91.0,80.0,97.0,81.0,86.0,,44.0,,,54.0,3.0,52.0,68.0,,100.0,89.0,91.0,54.0,98.0,84.0,,82.0,,,98.0,0.02,,94.0,98.0,92.0,89.0,88.0,91.0,3.0,88.0,81.0,30.0,9.0,12.0,13.0,8.0
2022,H3668,,81.0,73.0,92.0,88.0,,,,77.0,0.03,93.0,76.0,62.0,94.0,82.0,86.0,,46.0,,,50.0,4.0,49.0,37.0,,100.0,89.0,91.0,53.0,98.0,78.0,,85.0,,,81.0,0.03,,93.0,97.0,87.0,89.0,88.0,90.0,4.0,90.0,84.0,31.0,9.0,10.0,26.0,8.0
2022,H3672,,75.0,67.0,97.0,88.0,,100.0,96.0,66.0,0.02,94.0,72.0,63.0,91.0,81.0,86.0,,43.0,,,63.0,8.0,39.0,42.0,,100.0,89.0,90.0,53.0,98.0,88.0,77.0,80.0,,,95.0,0.02,,93.0,99.0,90.0,86.0,84.0,88.0,8.0,88.0,80.0,22.0,8.0,11.0,26.0,
2022,H3706,,80.0,74.0,88.0,89.0,,,,81.0,0.13,93.0,81.0,80.0,97.0,82.0,87.0,,41.0,,,86.0,11.0,43.0,58.0,,93.0,88.0,89.0,48.0,86.0,75.0,,80.0,,,88.0,0.13,,93.0,93.0,79.0,88.0,87.0,88.0,11.0,86.0,79.0,15.0,13.0,22.0,33.0,
2022,H3708,,,,85.0,,,91.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,89.0,,,,79.0,78.0,96.0,,84.0,,,78.0,,,,,
2022,H3727,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,
2022,H3748,,73.0,77.0,100.0,85.0,,,,80.0,0.2,90.0,83.0,75.0,94.0,82.0,79.0,,,,,91.0,12.0,,45.0,,95.0,86.0,85.0,,95.0,89.0,,89.0,,,96.0,0.2,,87.0,96.0,71.0,88.0,86.0,88.0,12.0,82.0,85.0,24.0,14.0,17.0,15.0,
2022,H3749,,79.0,70.0,100.0,86.0,,,,80.0,0.08,91.0,84.0,78.0,97.0,81.0,84.0,,39.0,,,67.0,15.0,46.0,50.0,,100.0,88.0,88.0,52.0,97.0,76.0,,78.0,,,100.0,0.08,,91.0,93.0,83.0,87.0,85.0,87.0,15.0,86.0,81.0,16.0,9.0,14.0,20.0,7.0
2022,H3755,,81.0,81.0,28.0,87.0,,,,81.0,0.06,93.0,86.0,80.0,95.0,80.0,84.0,,42.0,,,81.0,3.0,47.0,51.0,,98.0,88.0,91.0,51.0,96.0,85.0,,82.0,,,25.0,0.06,,91.0,94.0,82.0,88.0,87.0,88.0,3.0,90.0,80.0,20.0,9.0,11.0,28.0,
2022,H3777,,85.0,,95.0,89.0,,,,,0.3,93.0,87.0,62.0,99.0,84.0,86.0,,,,,76.0,17.0,,,,,91.0,90.0,,,,,,,,95.0,0.3,,91.0,96.0,83.0,85.0,86.0,85.0,17.0,85.0,84.0,,,,,
2022,H3794,,69.0,74.0,98.0,88.0,,95.0,97.0,82.0,0.12,91.0,84.0,80.0,99.0,82.0,84.0,,48.0,,,61.0,11.0,49.0,,,100.0,89.0,91.0,68.0,97.0,87.0,77.0,87.0,,,100.0,0.12,,93.0,93.0,84.0,89.0,88.0,89.0,11.0,89.0,84.0,11.0,11.0,13.0,24.0,7.0
2022,H3800,,,,91.0,,,100.0,100.0,,,,50.0,51.0,,,,,,,,,3.0,,,,,,,,,,97.0,,,,92.0,,,,100.0,90.0,80.0,88.0,75.0,3.0,,84.0,,,,,
2022,H3805,,79.0,74.0,100.0,85.0,,,,82.0,0.08,91.0,87.0,82.0,97.0,80.0,83.0,,49.0,,,76.0,6.0,52.0,53.0,,100.0,86.0,86.0,52.0,98.0,82.0,,86.0,,,100.0,0.08,,91.0,93.0,84.0,90.0,88.0,90.0,6.0,83.0,83.0,22.0,11.0,14.0,16.0,5.0
2022,H3810,,63.0,70.0,83.0,85.0,,,,62.0,0.02,92.0,85.0,80.0,93.0,82.0,83.0,,48.0,,,89.0,5.0,45.0,,,100.0,88.0,88.0,52.0,95.0,71.0,,85.0,,,87.0,0.02,,92.0,96.0,91.0,86.0,85.0,83.0,5.0,86.0,73.0,35.0,14.0,16.0,10.0,
2022,H3811,,77.0,71.0,87.0,87.0,,87.0,92.0,71.0,0.01,93.0,82.0,75.0,95.0,83.0,85.0,,47.0,,,56.0,3.0,51.0,,,94.0,88.0,88.0,49.0,82.0,84.0,26.0,85.0,,,79.0,0.01,,92.0,85.0,78.0,89.0,86.0,89.0,3.0,87.0,80.0,,,,,
2022,H3813,,74.0,72.0,84.0,86.0,,,,72.0,0.11,92.0,76.0,82.0,89.0,80.0,83.0,,55.0,,,49.0,6.0,49.0,58.0,,98.0,85.0,86.0,47.0,92.0,79.0,,86.0,,,78.0,0.11,,92.0,96.0,75.0,88.0,84.0,88.0,6.0,83.0,78.0,34.0,5.0,9.0,13.0,
2022,H3814,,63.0,53.0,83.0,83.0,,90.0,91.0,67.0,0.07,93.0,66.0,73.0,92.0,79.0,84.0,,49.0,,,55.0,4.0,46.0,,,100.0,84.0,86.0,59.0,92.0,,37.0,82.0,,,78.0,0.07,,91.0,97.0,79.0,83.0,77.0,81.0,4.0,87.0,76.0,,,,,
2022,H3815,,77.0,80.0,98.0,82.0,,100.0,97.0,83.0,0.15,91.0,85.0,82.0,99.0,76.0,80.0,,43.0,,,84.0,10.0,49.0,81.0,,98.0,86.0,90.0,50.0,99.0,90.0,85.0,87.0,,,97.0,0.15,,89.0,95.0,100.0,89.0,90.0,91.0,10.0,88.0,89.0,18.0,15.0,26.0,34.0,
2022,H3817,,80.0,79.0,100.0,85.0,,,,86.0,0.03,93.0,87.0,84.0,94.0,82.0,84.0,,47.0,,,72.0,4.0,55.0,52.0,,99.0,87.0,89.0,45.0,97.0,82.0,,83.0,,,95.0,0.03,,91.0,95.0,87.0,88.0,88.0,90.0,4.0,86.0,82.0,32.0,7.0,6.0,9.0,
2022,H3822,,77.0,72.0,74.0,85.0,,,,78.0,0.15,88.0,78.0,73.0,97.0,78.0,80.0,,38.0,,,74.0,12.0,53.0,33.0,,90.0,86.0,85.0,52.0,89.0,77.0,,86.0,,,89.0,0.15,,90.0,94.0,90.0,84.0,85.0,86.0,12.0,86.0,87.0,22.0,14.0,21.0,29.0,8.0
2022,H3832,,81.0,78.0,97.0,85.0,,100.0,99.0,81.0,0.02,90.0,84.0,83.0,97.0,79.0,83.0,,44.0,,,69.0,2.0,55.0,51.0,,100.0,87.0,88.0,56.0,95.0,77.0,86.0,82.0,,,98.0,0.02,,91.0,86.0,78.0,88.0,87.0,88.0,2.0,85.0,84.0,46.0,10.0,9.0,4.0,
2022,H3864,,81.0,75.0,89.0,87.0,,,,81.0,0.08,93.0,77.0,73.0,98.0,82.0,84.0,,43.0,,,72.0,8.0,48.0,24.0,,98.0,86.0,86.0,43.0,96.0,82.0,,84.0,,,88.0,0.08,,92.0,97.0,86.0,89.0,87.0,89.0,8.0,85.0,80.0,28.0,8.0,10.0,18.0,5.0
2022,H3890,,79.0,72.0,97.0,86.0,,,,71.0,0.25,90.0,72.0,64.0,93.0,77.0,82.0,,44.0,,,62.0,12.0,50.0,,,88.0,87.0,82.0,53.0,75.0,76.0,,84.0,,,97.0,0.25,,88.0,95.0,82.0,87.0,86.0,89.0,12.0,80.0,82.0,54.0,11.0,21.0,18.0,8.0
2022,H3907,,78.0,76.0,97.0,88.0,,,,73.0,0.04,94.0,82.0,81.0,95.0,82.0,86.0,,46.0,,,76.0,4.0,46.0,36.0,,98.0,89.0,90.0,48.0,99.0,77.0,,84.0,,,97.0,0.04,,94.0,98.0,87.0,92.0,91.0,93.0,4.0,88.0,82.0,31.0,7.0,10.0,13.0,8.0
2022,H3909,,82.0,74.0,98.0,87.0,,,,78.0,0.05,92.0,78.0,78.0,94.0,82.0,84.0,,55.0,,,63.0,4.0,56.0,5.0,,100.0,89.0,90.0,53.0,95.0,79.0,,88.0,,,97.0,0.05,,91.0,95.0,91.0,88.0,88.0,89.0,4.0,87.0,83.0,41.0,12.0,17.0,20.0,9.0
2022,H3916,,81.0,77.0,98.0,88.0,,,,80.0,0.04,92.0,81.0,73.0,96.0,82.0,85.0,,47.0,,,78.0,2.0,47.0,43.0,,99.0,88.0,90.0,50.0,98.0,81.0,,84.0,,,97.0,0.04,,93.0,99.0,82.0,90.0,88.0,91.0,2.0,87.0,82.0,27.0,5.0,11.0,12.0,9.0
2022,H3923,,81.0,73.0,95.0,87.0,,,,77.0,0.08,91.0,73.0,74.0,95.0,82.0,85.0,,48.0,,,59.0,3.0,50.0,32.0,,98.0,88.0,88.0,54.0,88.0,77.0,,81.0,,,94.0,0.08,,92.0,96.0,82.0,90.0,88.0,90.0,3.0,87.0,82.0,36.0,8.0,11.0,7.0,9.0
2022,H3924,,75.0,67.0,89.0,89.0,,,,67.0,0.04,93.0,78.0,64.0,93.0,82.0,85.0,,47.0,,,80.0,11.0,46.0,53.0,,100.0,89.0,88.0,45.0,100.0,83.0,,83.0,,,79.0,0.04,,92.0,96.0,72.0,89.0,87.0,90.0,11.0,87.0,78.0,28.0,9.0,15.0,14.0,9.0
2022,H3928,,68.0,71.0,100.0,87.0,,,,75.0,0.27,93.0,84.0,64.0,94.0,79.0,85.0,,,,,94.0,27.0,50.0,,,,88.0,86.0,,,,,92.0,,,96.0,0.27,,,96.0,72.0,83.0,81.0,86.0,27.0,84.0,83.0,22.0,12.0,16.0,20.0,
2022,H3931,,77.0,69.0,100.0,87.0,,,,73.0,0.17,90.0,83.0,73.0,98.0,82.0,82.0,,39.0,,,95.0,25.0,45.0,52.0,,98.0,87.0,85.0,55.0,98.0,75.0,,85.0,,,96.0,0.17,,90.0,95.0,72.0,86.0,84.0,87.0,25.0,84.0,82.0,25.0,9.0,12.0,12.0,7.0
2022,H3949,,79.0,71.0,97.0,87.0,,91.0,96.0,74.0,0.14,91.0,75.0,83.0,97.0,80.0,82.0,,42.0,,,87.0,7.0,53.0,56.0,,98.0,88.0,87.0,69.0,99.0,78.0,56.0,85.0,,,97.0,0.14,,90.0,99.0,85.0,84.0,82.0,86.0,7.0,87.0,88.0,21.0,15.0,17.0,44.0,10.0
2022,H3952,,82.0,75.0,98.0,87.0,,,,77.0,0.05,93.0,82.0,80.0,95.0,81.0,85.0,,45.0,,,75.0,4.0,53.0,27.0,,99.0,89.0,90.0,56.0,96.0,76.0,,86.0,,,97.0,0.05,,92.0,95.0,89.0,88.0,87.0,89.0,4.0,89.0,84.0,33.0,8.0,15.0,15.0,8.0
2022,H3954,,79.0,72.0,89.0,88.0,,93.0,94.0,73.0,0.04,93.0,81.0,79.0,95.0,81.0,85.0,,42.0,,,87.0,5.0,41.0,37.0,,100.0,88.0,90.0,57.0,98.0,80.0,66.0,84.0,,,79.0,0.04,,93.0,95.0,73.0,88.0,88.0,89.0,5.0,88.0,82.0,28.0,13.0,17.0,23.0,
2022,H3957,,79.0,72.0,98.0,87.0,,,,75.0,0.02,92.0,86.0,80.0,98.0,82.0,86.0,,44.0,,,85.0,6.0,46.0,55.0,,100.0,89.0,90.0,56.0,99.0,77.0,,86.0,,,97.0,0.02,,93.0,99.0,89.0,90.0,89.0,91.0,6.0,88.0,85.0,24.0,5.0,12.0,25.0,4.0
2022,H3959,,79.0,73.0,100.0,88.0,,100.0,97.0,72.0,0.15,93.0,81.0,72.0,97.0,83.0,86.0,,43.0,,,86.0,9.0,41.0,48.0,,96.0,89.0,89.0,58.0,98.0,78.0,68.0,83.0,,,96.0,0.15,,92.0,95.0,76.0,89.0,89.0,90.0,9.0,88.0,83.0,22.0,14.0,19.0,24.0,
2022,H3962,,78.0,70.0,95.0,88.0,,,,65.0,0.1,92.0,76.0,64.0,95.0,82.0,85.0,,50.0,,,63.0,7.0,47.0,19.0,,97.0,87.0,89.0,57.0,95.0,85.0,,84.0,,,94.0,0.1,,92.0,96.0,83.0,88.0,88.0,90.0,7.0,88.0,83.0,22.0,10.0,18.0,28.0,11.0
2022,H3975,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,
2022,H3979,,76.0,64.0,74.0,88.0,,,,76.0,0.26,89.0,79.0,61.0,95.0,80.0,86.0,,46.0,,,85.0,17.0,44.0,,,96.0,89.0,85.0,46.0,91.0,77.0,,75.0,,,89.0,0.26,,90.0,95.0,92.0,90.0,80.0,86.0,17.0,83.0,80.0,23.0,14.0,20.0,17.0,
2022,H4003,,54.0,84.0,89.0,86.0,,99.0,99.0,91.0,0.07,91.0,81.0,92.0,99.0,70.0,79.0,,44.0,,,78.0,9.0,52.0,84.0,,100.0,88.0,94.0,61.0,96.0,87.0,90.0,87.0,,,90.0,0.07,,94.0,89.0,97.0,77.0,83.0,84.0,9.0,94.0,90.0,9.0,17.0,15.0,20.0,16.0
2022,H4004,,50.0,80.0,89.0,86.0,,99.0,99.0,91.0,0.08,90.0,87.0,89.0,99.0,72.0,83.0,,45.0,,,78.0,22.0,48.0,92.0,,100.0,90.0,94.0,66.0,97.0,88.0,89.0,87.0,,,90.0,0.08,,93.0,90.0,95.0,80.0,87.0,85.0,22.0,92.0,90.0,9.0,11.0,9.0,13.0,
2022,H4005,,54.0,72.0,94.0,84.0,,,,80.0,0.3,90.0,79.0,86.0,98.0,65.0,78.0,,53.0,,,49.0,5.0,58.0,62.0,,,88.0,89.0,55.0,,79.0,,81.0,,,92.0,0.3,,91.0,85.0,91.0,77.0,85.0,86.0,5.0,90.0,82.0,33.0,9.0,10.0,5.0,
2022,H4007,,52.0,83.0,98.0,87.0,,97.0,97.0,88.0,0.1,91.0,82.0,80.0,99.0,72.0,81.0,,50.0,,,79.0,23.0,54.0,68.0,,79.0,89.0,93.0,71.0,100.0,82.0,75.0,89.0,,,100.0,0.1,,93.0,92.0,91.0,78.0,85.0,85.0,23.0,92.0,89.0,16.0,16.0,14.0,15.0,
2022,H4036,,84.0,78.0,98.0,87.0,,,,83.0,0.12,91.0,84.0,84.0,97.0,80.0,85.0,,48.0,,,82.0,5.0,51.0,27.0,,98.0,88.0,89.0,55.0,94.0,89.0,,81.0,,,100.0,0.12,,91.0,73.0,80.0,89.0,90.0,90.0,5.0,87.0,81.0,31.0,13.0,16.0,21.0,10.0
2022,H4054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,H4073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,H4091,,,10.0,100.0,,,97.0,98.0,43.0,0.1,,46.0,42.0,89.0,,,,,,,,3.0,,,,,,,,,,81.0,,,,98.0,0.1,,,90.0,96.0,90.0,90.0,88.0,3.0,,88.0,,,,,
2022,H4093,,,,91.0,,,99.0,99.0,89.0,,,,,,,,,,,,,1.0,,,,,,,,,,95.0,,,,92.0,,,,98.0,88.0,85.0,84.0,82.0,1.0,,87.0,,,,,
2022,H4094,,68.0,,98.0,,,83.0,84.0,68.0,0.28,88.0,78.0,82.0,95.0,73.0,79.0,,,,,49.0,14.0,58.0,,,100.0,86.0,85.0,66.0,100.0,,78.0,,,,100.0,0.28,,,93.0,90.0,85.0,89.0,87.0,14.0,83.0,81.0,,,,,
2022,H4140,,63.0,,94.0,90.0,,62.0,65.0,44.0,0.12,94.0,79.0,68.0,98.0,74.0,84.0,,,,,37.0,16.0,61.0,,,97.0,92.0,92.0,,80.0,64.0,73.0,82.0,,,95.0,0.12,,93.0,83.0,67.0,76.0,86.0,86.0,16.0,93.0,85.0,12.0,11.0,17.0,36.0,
2022,H4141,,71.0,74.0,100.0,87.0,,95.0,99.0,81.0,0.12,90.0,83.0,75.0,97.0,76.0,85.0,,41.0,,,85.0,15.0,56.0,42.0,,97.0,87.0,89.0,59.0,97.0,78.0,82.0,84.0,,,98.0,0.12,,90.0,91.0,88.0,85.0,82.0,86.0,15.0,89.0,83.0,20.0,10.0,12.0,18.0,
2022,H4152,,81.0,82.0,97.0,86.0,,,,80.0,0.06,92.0,85.0,82.0,96.0,81.0,84.0,,46.0,,,77.0,3.0,52.0,49.0,,100.0,88.0,88.0,53.0,100.0,81.0,,87.0,,,97.0,0.06,,91.0,95.0,90.0,90.0,89.0,91.0,3.0,88.0,87.0,23.0,6.0,11.0,12.0,9.0
2022,H4172,,,,97.0,,,99.0,99.0,47.0,0.0,,65.0,65.0,98.0,,,,,,,,3.0,,,,,,,,,,87.0,,,,98.0,0.0,,,97.0,97.0,92.0,88.0,91.0,3.0,,90.0,,,,,
2022,H4198,,78.0,74.0,28.0,87.0,,,,75.0,0.04,93.0,85.0,78.0,95.0,80.0,83.0,,48.0,,,84.0,29.0,47.0,,,,87.0,88.0,41.0,,,,76.0,,,25.0,0.04,,92.0,94.0,82.0,84.0,85.0,87.0,29.0,87.0,78.0,24.0,5.0,3.0,2.0,7.0
2022,H4213,,73.0,69.0,89.0,86.0,,,,74.0,0.1,,77.0,59.0,91.0,77.0,84.0,,42.0,,,59.0,20.0,38.0,,,,86.0,85.0,51.0,,82.0,,77.0,,,80.0,0.1,,93.0,96.0,80.0,86.0,81.0,86.0,20.0,79.0,80.0,45.0,5.0,6.0,2.0,6.0
2022,H4227,,77.0,72.0,94.0,87.0,,99.0,89.0,71.0,0.26,93.0,80.0,76.0,96.0,80.0,85.0,,42.0,,,84.0,11.0,54.0,,,99.0,87.0,91.0,73.0,93.0,81.0,47.0,91.0,,,92.0,0.26,,91.0,93.0,93.0,82.0,83.0,83.0,11.0,88.0,87.0,,,,,
2022,H4232,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,
2022,H4279,,70.0,68.0,94.0,87.0,,85.0,92.0,75.0,0.06,92.0,77.0,81.0,95.0,82.0,85.0,,45.0,,,68.0,5.0,47.0,35.0,,98.0,89.0,92.0,67.0,97.0,76.0,67.0,83.0,,,98.0,0.06,,93.0,98.0,85.0,90.0,89.0,90.0,5.0,90.0,82.0,19.0,12.0,15.0,18.0,
2022,H4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,H4304,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,
2022,H4343,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,
2022,H4346,,68.0,67.0,99.0,80.0,,99.0,97.0,76.0,0.79,91.0,77.0,83.0,97.0,75.0,77.0,,50.0,,,71.0,26.0,54.0,,,100.0,84.0,86.0,61.0,99.0,72.0,75.0,84.0,,,98.0,0.79,,88.0,72.0,81.0,84.0,81.0,85.0,26.0,85.0,85.0,21.0,26.0,30.0,44.0,20.0
2022,H4388,,61.0,61.0,,89.0,,,,55.0,0.27,93.0,62.0,56.0,91.0,84.0,85.0,,39.0,,,55.0,15.0,40.0,,,,87.0,86.0,31.0,,,,,,,,,,,,,,,,,,,17.0,,7.0,3.0,
2022,H4407,,73.0,78.0,97.0,88.0,,96.0,97.0,83.0,0.25,92.0,88.0,79.0,98.0,81.0,86.0,,43.0,,,88.0,12.0,43.0,,,100.0,89.0,90.0,53.0,100.0,78.0,72.0,82.0,,,97.0,0.25,,92.0,99.0,89.0,84.0,82.0,86.0,12.0,87.0,86.0,25.0,11.0,20.0,37.0,
2022,H4461,,77.0,77.0,100.0,89.0,,97.0,99.0,83.0,0.09,93.0,87.0,79.0,98.0,82.0,87.0,,51.0,,,88.0,9.0,49.0,58.0,,95.0,90.0,91.0,51.0,97.0,79.0,79.0,82.0,,,98.0,0.09,,92.0,91.0,90.0,88.0,87.0,89.0,9.0,90.0,83.0,24.0,12.0,20.0,19.0,
2022,H4490,,,,85.0,,,86.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,89.0,,,,,,73.0,,78.0,,,,,,,,
